Date,QQQ Open,QQQ High,QQQ Low,QQQ Close,Call Symbol,Call Open,Call High,Call Low,Call Close,Put Symbol,Put Open,Put High,Put Low,Put Close,Straddle Open,Straddle Close
2023-10-11,369.94,371.412,368.19,371.22,O:QQQ231011C00370000,1.27,2.26,0.2,1.96,O:QQQ231011P00370000,1.28,1.95,0.01,0.01,2.55,1.97
2023-10-12,371.73,373.74,367.5,369.93,O:QQQ231012C00372000,1.22,1.95,0.01,0.01,O:QQQ231012P00372000,1.45,4.5,0.35,2.08,2.67,2.09
2023-10-13,370.57,371.16,363.86,365.28,O:QQQ231013C00371000,1.08,1.33,0.01,0.01,O:QQQ231013P00371000,1.49,7.03,1.2,6.05,2.57,6.06
2023-10-16,366.62,370.48,366.47,369.41,O:QQQ231016C00367000,1.19,3.48,1.12,2.79,O:QQQ231016P00367000,1.6,1.64,0.01,0.01,2.79,2.8
2023-10-17,365.81,369.92,363.66,368.2,O:QQQ231017C00366000,1.26,3.93,0.5,2.11,O:QQQ231017P00366000,1.45,2.8,0.01,0.01,2.71,2.12
2023-10-18,365.67,367.91,362.02,363.37,O:QQQ231018C00366000,1.28,2.55,0.01,0.01,O:QQQ231018P00366000,1.63,3.91,0.64,1.91,2.91,1.92
2023-10-19,364.81,366.02,359.16,359.97,O:QQQ231019C00365000,1.57,3.07,0.01,0.01,O:QQQ231019P00365000,1.77,6.07,0.7,6.04,3.34,6.05
2023-10-20,359.46,360.04,354.37,354.6,O:QQQ231020C00359000,1.79,2.11,0.01,0.01,O:QQQ231020P00359000,1.35,4.7,1.06,4.61,3.14,4.62
2023-10-23,353.26,359.26,351.1199,355.67,O:QQQ231023C00353000,1.71,5.94,0.92,3.48,O:QQQ231023P00353000,1.45,2.75,0.01,0.01,3.16,3.49
2023-10-24,357.51,359.91,355.79,359.13,O:QQQ231024C00358000,1.33,4.38,0.35,1.2,O:QQQ231024P00358000,1.84,2.55,0.01,0.02,3.17,1.22
2023-10-25,356.7,356.88,349.75,350.34,O:QQQ231025C00357000,1.4,1.46,0.01,0.01,O:QQQ231025P00357000,1.72,7.23,1.63,6.45,3.12,6.46
2023-10-26,349.12,350.07,342.35,343.66,O:QQQ231026C00349000,2.0,2.43,0.01,0.01,O:QQQ231026P00349000,1.47,6.51,1.38,3.92,3.47,3.93
2023-10-27,346.43,348.84,344.08,345.31,O:QQQ231027C00346000,1.92,3.11,0.01,0.01,O:QQQ231027P00346000,1.45,2.03,0.3,0.55,3.37,0.56
2023-10-30,347.83,350.54,346.45,349.2,O:QQQ231030C00348000,1.39,3.11,0.41,1.19,O:QQQ231030P00348000,1.52,2.15,0.01,0.01,2.91,1.2
2023-10-31,349.23,351.25,346.62,350.87,O:QQQ231031C00349000,1.54,2.25,0.47,1.49,O:QQQ231031P00349000,1.33,2.86,0.01,0.01,2.87,1.5
2023-11-01,351.72,357.5298,351.62,356.96,O:QQQ231101C00352000,1.69,5.55,1.45,5.07,O:QQQ231101P00352000,2.01,2.09,0.01,0.01,3.7,5.08
2023-11-02,361.54,363.68,360.3,363.44,O:QQQ231102C00362000,1.15,1.8,0.59,1.15,O:QQQ231102P00362000,1.65,2.25,0.09,0.21,2.8,1.36
2023-11-03,364.75,369.02,364.52,367.71,O:QQQ231103C00365000,1.18,4.0,1.02,3.0,O:QQQ231103P00365000,1.4,1.58,0.01,0.01,2.58,3.01
2023-11-06,368.49,369.78,366.91,369.21,O:QQQ231106C00368000,1.47,2.24,0.16,1.0,O:QQQ231106P00368000,0.99,1.27,0.01,0.01,2.46,1.01
2023-11-07,370.27,373.58,369.045,372.7,O:QQQ231107C00370000,1.2,3.56,0.66,2.72,O:QQQ231107P00370000,0.96,1.62,0.01,0.01,2.16,2.73
2023-11-08,373.08,373.79,370.62,372.94,O:QQQ231108C00373000,1.1,1.53,0.01,0.01,O:QQQ231108P00373000,1.03,2.45,0.06,0.34,2.13,0.35
2023-11-09,373.64,374.8,369.57,370.07,O:QQQ231109C00374000,0.94,1.2,0.01,0.01,O:QQQ231109P00374000,1.28,4.4,0.41,3.93,2.22,3.94
2023-11-10,371.82,378.54,371.28,378.39,O:QQQ231110C00372000,1.06,6.55,0.8,6.5,O:QQQ231110P00372000,1.21,1.54,0.01,0.01,2.27,6.51
2023-11-13,376.79,378.28,375.24,377.21,O:QQQ231113C00377000,1.09,1.55,0.24,0.31,O:QQQ231113P00377000,1.24,2.1,0.01,0.01,2.33,0.32
2023-11-14,383.71,386.26,383.18,385.33,O:QQQ231114C00384000,1.1,2.28,0.46,1.74,O:QQQ231114P00384000,1.33,1.72,0.01,0.01,2.43,1.75
2023-11-15,387.25,387.75,384.235,385.62,O:QQQ231115C00387000,1.33,1.53,0.01,0.01,O:QQQ231115P00387000,1.06,2.8,0.55,2.44,2.39,2.45
2023-11-16,384.84,386.19,383.56,385.95,O:QQQ231116C00385000,1.04,1.72,0.27,0.79,O:QQQ231116P00385000,1.21,1.67,0.01,0.01,2.25,0.8
2023-11-17,385.21,387.07,384.29,386.04,O:QQQ231117C00385000,1.3,2.1,0.5,0.83,O:QQQ231117P00385000,1.1,1.33,0.01,0.01,2.4,0.84
2023-11-20,386.05,391.41,386.05,390.74,O:QQQ231120C00386000,1.09,5.31,1.09,4.55,O:QQQ231120P00386000,1.0,1.01,0.01,0.01,2.09,4.56
2023-11-21,389.01,389.23,386.7,388.47,O:QQQ231121C00389000,0.85,1.42,0.34,0.54,O:QQQ231121P00389000,1.23,2.72,1.04,1.35,2.08,1.89
2023-11-22,390.57,393.07,389.04,390.06,O:QQQ231122C00391000,0.97,2.39,0.01,0.01,O:QQQ231122P00391000,1.42,2.22,0.26,1.15,2.39,1.16
2023-11-24,389.65,390.25,388.5,389.51,O:QQQ231124C00390000,0.59,0.84,0.01,0.01,O:QQQ231124P00390000,0.96,1.55,0.46,0.74,1.55,0.75
2023-11-27,389.01,391.1499,388.28,389.17,O:QQQ231127C00389000,0.97,2.15,0.11,0.14,O:QQQ231127P00389000,0.96,1.4,0.01,0.01,1.93,0.15
2023-11-28,388.41,390.78,388.05,390.19,O:QQQ231128C00388000,1.19,2.8,0.69,2.31,O:QQQ231128P00388000,0.76,0.8,0.01,0.01,1.95,2.32
2023-11-29,392.69,394.14,389.46,389.81,O:QQQ231129C00393000,0.79,1.61,0.01,0.01,O:QQQ231129P00393000,1.17,3.5,0.43,2.71,1.96,2.72
2023-11-30,390.08,390.55,385.82,388.83,O:QQQ231130C00390000,1.14,1.38,0.01,0.01,O:QQQ231130P00390000,1.05,4.1,0.85,1.35,2.19,1.36
2023-12-01,387.75,390.54,386.0726,389.94,O:QQQ231201C00388000,1.17,2.61,0.43,2.11,O:QQQ231201P00388000,1.41,2.34,0.01,0.01,2.58,2.12
2023-12-04,386.09,386.595,382.66,386.32,O:QQQ231204C00386000,1.09,1.27,0.03,0.05,O:QQQ231204P00386000,0.98,3.43,0.03,0.05,2.07,0.1
2023-12-05,384.39,388.5,384.21,387.29,O:QQQ231205C00384000,1.39,4.51,1.29,3.33,O:QQQ231205P00384000,0.98,1.06,0.01,0.01,2.37,3.34
2023-12-06,390.27,390.37,384.7,385.05,O:QQQ231206C00390000,1.24,1.3,0.01,0.01,O:QQQ231206P00390000,0.94,5.23,0.9,4.99,2.18,5.0
2023-12-07,388.07,391.27,386.96,390.43,O:QQQ231207C00388000,1.13,3.17,0.68,2.28,O:QQQ231207P00388000,1.14,1.7,0.01,0.01,2.27,2.29
2023-12-08,388.67,392.62,388.4801,392.17,O:QQQ231208C00389000,1.1,3.62,1.05,2.96,O:QQQ231208P00389000,1.45,1.52,0.01,0.01,2.55,2.97
2023-12-11,391.74,395.79,391.53,395.52,O:QQQ231211C00392000,0.93,3.8,0.83,3.6,O:QQQ231211P00392000,1.25,1.31,0.01,0.01,2.18,3.61
2023-12-12,395.56,398.79,394.41,398.67,O:QQQ231212C00396000,0.98,3.27,0.5,3.25,O:QQQ231212P00396000,1.43,2.08,0.01,0.01,2.41,3.26
2023-12-13,399.62,404.36,398.8399,403.74,O:QQQ231213C00400000,1.27,4.35,0.8,3.6,O:QQQ231213P00400000,1.64,1.97,0.01,0.01,2.91,3.61
2023-12-14,404.98,406.3,400.34,403.39,O:QQQ231214C00405000,1.28,1.81,0.01,0.01,O:QQQ231214P00405000,1.28,4.71,0.55,1.88,2.56,1.89
2023-12-15,404.18,406.5399,403.57,405.34,O:QQQ231215C00404000,1.5,2.7,0.47,1.15,O:QQQ231215P00404000,1.5,1.5,0.01,0.01,3.0,1.16
2023-12-18,404.93,407.99,404.6,407.08,O:QQQ231218C00405000,0.9,3.0,0.79,1.61,O:QQQ231218P00405000,1.03,1.2,0.01,0.01,1.93,1.62
2023-12-19,407.54,409.28,407.345,409.16,O:QQQ231219C00408000,0.68,1.32,0.45,1.14,O:QQQ231219P00408000,1.11,1.22,0.01,0.01,1.79,1.15
2023-12-20,408.35,410.4699,402.9,403.08,O:QQQ231220C00408000,1.14,2.6,0.01,0.01,O:QQQ231220P00408000,0.81,5.08,0.04,4.96,1.95,4.97
2023-12-21,407.06,408.14,404.47,407.77,O:QQQ231221C00407000,1.14,1.66,0.09,0.69,O:QQQ231221P00407000,1.12,2.62,0.01,0.01,2.26,0.7
2023-12-22,409.0,409.97,406.4787,408.38,O:QQQ231222C00409000,1.17,1.65,0.01,0.01,O:QQQ231222P00409000,1.14,2.61,0.33,0.79,2.31,0.8
2023-12-26,409.25,411.56,409.15,410.88,O:QQQ231226C00409000,1.07,2.54,1.03,1.93,O:QQQ231226P00409000,0.87,0.89,0.01,0.01,1.94,1.94
2023-12-27,410.95,411.7875,410.08,411.5,O:QQQ231227C00411000,,,,,O:QQQ231227P00411000,,,,,,
2023-12-28,412.67,412.92,410.94,411.3,O:QQQ231228C00413000,,,,,O:QQQ231228P00413000,,,,,,
2023-12-29,411.28,411.64,407.58,409.52,O:QQQ231229C00411000,1.15,1.3,0.01,0.01,O:QQQ231229P00411000,0.91,3.47,0.55,1.6,2.06,1.61
2024-01-02,405.84,406.09,400.24,402.59,O:QQQ240102C00406000,1.06,1.18,0.01,0.01,O:QQQ240102P00406000,1.23,5.58,1.09,3.24,2.29,3.25
2024-01-03,399.93,401.0,397.89,398.33,O:QQQ240103C00400000,1.29,1.76,0.01,0.01,O:QQQ240103P00400000,1.36,2.05,0.38,1.72,2.65,1.73
2024-01-04,396.44,399.59,396.06,396.28,O:QQQ240104C00396000,1.4,3.6,0.18,0.19,O:QQQ240104P00396000,1.0,1.11,0.01,0.04,2.4,0.23
2024-01-05,396.45,399.56,395.34,396.75,O:QQQ240105C00396000,1.44,3.55,0.12,0.88,O:QQQ240105P00396000,1.06,1.17,0.01,0.49,2.5,1.37
2024-01-08,397.99,405.24,397.8399,404.95,O:QQQ240108C00398000,1.04,7.14,1.0,6.93,O:QQQ240108P00398000,1.08,1.12,0.01,0.01,2.12,6.94
2024-01-09,401.91,406.69,401.71,405.75,O:QQQ240109C00402000,1.09,4.65,0.9,3.76,O:QQQ240109P00402000,1.25,1.25,0.01,0.01,2.34,3.77
2024-01-10,406.07,409.515,405.17,408.5,O:QQQ240110C00406000,1.08,3.5,0.61,2.72,O:QQQ240110P00406000,1.03,1.43,0.01,0.01,2.11,2.73
2024-01-11,409.79,411.2004,404.242,409.35,O:QQQ240111C00410000,1.24,2.01,0.01,0.01,O:QQQ240111P00410000,1.4,5.7,0.45,0.6,2.64,0.61
2024-01-12,410.4,411.25,408.15,409.56,O:QQQ240112C00410000,1.35,1.91,0.01,0.01,O:QQQ240112P00410000,0.91,2.15,0.28,0.68,2.26,0.69
2024-01-16,408.31,411.12,406.83,409.52,O:QQQ240116C00408000,1.38,3.25,0.2,1.48,O:QQQ240116P00408000,1.07,1.78,0.01,0.01,2.45,1.49
2024-01-17,406.17,407.585,402.92,407.21,O:QQQ240117C00406000,0.49,0.51,0.48,0.51,O:QQQ240117P00406000,1.08,1.39,0.82,0.85,1.57,1.36
2024-01-18,410.52,413.575,409.1601,412.99,O:QQQ240118C00411000,0.97,2.55,0.15,2.1,O:QQQ240118P00411000,1.4,1.97,0.01,0.46,2.37,2.56
2024-01-19,415.22,421.34,414.625,421.18,O:QQQ240119C00415000,1.56,6.7,1.08,6.7,O:QQQ240119P00415000,1.39,1.66,0.01,0.01,2.95,6.71
2024-01-22,423.41,424.7275,421.12,421.73,O:QQQ240122C00423000,1.49,2.33,0.01,0.01,O:QQQ240122P00423000,1.03,2.15,0.63,1.53,2.52,1.54
2024-01-23,422.43,423.7,420.57,423.48,O:QQQ240123C00422000,1.49,2.0,0.47,1.42,O:QQQ240123P00422000,1.06,2.19,0.01,0.01,2.55,1.43
2024-01-24,427.44,429.85,425.33,425.83,O:QQQ240124C00427000,1.45,2.94,0.01,0.01,O:QQQ240124P00427000,1.09,2.43,0.08,1.78,2.54,1.79
2024-01-25,428.36,429.04,423.98,426.35,O:QQQ240125C00428000,1.5,1.59,0.01,0.01,O:QQQ240125P00428000,1.17,4.0,0.45,2.48,2.67,2.49
2024-01-26,424.44,426.21,423.15,423.81,O:QQQ240126C00424000,1.67,2.41,0.01,0.01,O:QQQ240126P00424000,1.23,1.57,0.14,0.64,2.9,0.65
2024-01-29,424.27,428.35,423.61,428.15,O:QQQ240129C00424000,1.29,4.33,0.78,3.84,O:QQQ240129P00424000,1.01,1.27,0.01,0.01,2.3,3.85
2024-01-30,427.1,427.68,424.38,425.3,O:QQQ240130C00427000,1.57,1.82,0.01,0.03,O:QQQ240130P00427000,1.46,3.84,1.14,2.4,3.03,2.43
2024-01-31,420.85,422.8699,416.79,416.97,O:QQQ240131C00421000,1.69,2.29,0.01,0.01,O:QQQ240131P00421000,1.93,4.31,0.44,3.35,3.62,3.36
2024-02-01,418.79,422.375,417.81,421.88,O:QQQ240201C00419000,1.65,5.51,1.03,5.39,O:QQQ240201P00419000,1.93,2.19,0.01,0.02,3.58,5.41
2024-02-02,423.8,430.24,422.79,429.01,O:QQQ240202C00424000,1.46,6.17,0.95,4.89,O:QQQ240202P00424000,1.54,2.11,0.01,0.01,3.0,4.9
2024-02-05,429.07,429.61,425.0,428.45,O:QQQ240205C00429000,1.29,1.46,0.01,0.01,O:QQQ240205P00429000,1.25,4.14,0.1,0.43,2.54,0.44
2024-02-06,429.61,430.22,425.22,427.59,O:QQQ240206C00430000,0.98,1.29,0.01,0.01,O:QQQ240206P00430000,1.38,4.6,1.07,2.77,2.36,2.78
2024-02-07,430.41,432.83,429.09,431.99,O:QQQ240207C00430000,1.39,3.05,0.76,2.3,O:QQQ240207P00430000,1.06,1.71,0.01,0.01,2.45,2.31
2024-02-08,432.11,433.56,431.42,432.79,O:QQQ240208C00432000,1.36,1.87,0.46,0.6,O:QQQ240208P00432000,1.12,1.48,0.01,0.01,2.48,0.61
2024-02-09,433.94,437.845,433.1401,437.05,O:QQQ240209C00434000,1.17,3.84,0.86,2.89,O:QQQ240209P00434000,1.26,1.7,0.01,0.01,2.43,2.9
2024-02-12,436.94,439.14,434.65,435.34,O:QQQ240212C00437000,1.03,2.32,0.01,0.01,O:QQQ240212P00437000,1.11,2.7,0.11,2.65,2.14,2.66
2024-02-13,427.28,431.27,425.3305,428.55,O:QQQ240213C00427000,1.68,4.38,0.07,1.65,O:QQQ240213P00427000,1.45,1.91,0.01,0.02,3.13,1.67
2024-02-14,431.26,433.65,428.8799,433.22,O:QQQ240214C00431000,1.44,2.99,0.27,2.05,O:QQQ240214P00431000,1.25,2.4,0.01,0.01,2.69,2.06
2024-02-15,433.92,434.98,431.33,434.51,O:QQQ240215C00434000,1.29,1.86,0.21,1.46,O:QQQ240215P00434000,1.26,2.94,0.01,0.01,2.55,1.47
2024-02-16,434.89,434.99,429.85,430.57,O:QQQ240216C00435000,1.48,1.51,0.01,0.01,O:QQQ240216P00435000,1.66,5.23,1.04,4.63,3.14,4.64
2024-02-20,428.55,430.08,423.5,427.32,O:QQQ240220C00429000,1.16,1.94,0.01,0.01,O:QQQ240220P00429000,1.61,5.44,0.89,2.4,2.77,2.41
2024-02-21,424.55,425.7,421.63,425.61,O:QQQ240221C00425000,2.15,2.39,0.63,2.09,O:QQQ240221P00425000,2.66,3.98,1.37,1.63,4.81,3.72
2024-02-22,434.49,439.12,433.71,438.07,O:QQQ240222C00434000,1.98,5.12,1.45,3.68,O:QQQ240222P00434000,1.36,1.81,0.01,0.01,3.34,3.69
2024-02-23,439.65,440.59,435.79,436.78,O:QQQ240223C00440000,1.24,1.7,0.01,0.01,O:QQQ240223P00440000,1.52,4.25,1.05,3.73,2.76,3.74
2024-02-26,437.6,438.6,436.355,436.55,O:QQQ240226C00438000,0.99,1.38,0.01,0.01,O:QQQ240226P00438000,1.4,2.16,0.34,1.71,2.39,1.72
2024-02-27,437.67,437.99,435.025,437.6,O:QQQ240227C00438000,0.97,1.05,0.01,0.01,O:QQQ240227P00438000,1.32,3.0,0.27,0.3,2.29,0.31
2024-02-28,435.43,436.67,434.3,435.27,O:QQQ240228C00435000,1.39,1.87,0.01,0.01,O:QQQ240228P00435000,0.97,1.44,0.1,0.86,2.36,0.87
2024-02-29,438.23,440.09,435.02,439.0,O:QQQ240229C00438000,1.56,2.07,0.15,0.95,O:QQQ240229P00438000,1.36,3.1,0.01,0.01,2.92,0.96
2024-03-01,439.9,446.58,439.84,445.61,O:QQQ240301C00440000,1.3,6.57,1.2,5.44,O:QQQ240301P00440000,1.44,1.44,0.01,0.01,2.74,5.45
2024-03-04,445.61,446.04,443.77,444.02,O:QQQ240304C00446000,0.94,0.96,0.01,0.01,O:QQQ240304P00446000,1.28,2.58,0.33,2.54,2.22,2.55
2024-03-05,440.94,440.95,433.65,436.05,O:QQQ240305C00441000,1.19,1.23,0.01,0.01,O:QQQ240305P00441000,1.23,7.21,1.23,4.14,2.42,4.15
2024-03-06,440.32,441.99,436.89,438.79,O:QQQ240306C00440000,1.72,2.23,0.01,0.01,O:QQQ240306P00440000,1.44,3.5,0.24,0.8,3.16,0.81
2024-03-07,442.42,446.72,440.86,445.45,O:QQQ240307C00442000,1.67,4.72,0.99,2.46,O:QQQ240307P00442000,1.23,2.1,0.01,0.07,2.9,2.53
2024-03-08,445.81,448.64,438.34,439.02,O:QQQ240308C00446000,1.38,2.95,0.01,0.01,O:QQQ240308P00446000,1.6,7.59,0.32,6.3,2.98,6.31
2024-03-11,437.51,438.66,435.44,437.39,O:QQQ240311C00438000,1.39,1.61,0.01,0.02,O:QQQ240311P00438000,1.92,3.05,0.21,0.4,3.31,0.42
2024-03-12,439.73,444.02,436.46,443.66,O:QQQ240312C00440000,1.5,3.98,0.5,3.62,O:QQQ240312P00440000,1.76,4.04,0.01,0.01,3.26,3.63
2024-03-13,442.65,442.67,439.12,440.25,O:QQQ240313C00443000,1.05,1.06,0.01,0.01,O:QQQ240313P00443000,1.47,3.92,1.17,2.49,2.52,2.5
2024-03-14,441.5,442.03,436.39,439.14,O:QQQ240314C00442000,1.12,1.44,0.01,0.01,O:QQQ240314P00442000,1.66,5.56,1.42,3.17,2.78,3.18
2024-03-15,436.07,438.8733,432.7417,433.92,O:QQQ240315C00436000,1.7,2.04,0.01,0.01,O:QQQ240315P00436000,1.52,3.4,0.96,1.79,3.22,1.8
2024-03-18,438.73,441.04,437.24,437.48,O:QQQ240318C00439000,1.41,2.7,0.1,0.12,O:QQQ240318P00439000,1.65,2.0,0.64,1.45,3.06,1.57
2024-03-19,435.45,438.98,433.33,438.57,O:QQQ240319C00435000,1.82,4.0,0.7,3.51,O:QQQ240319P00435000,1.47,2.45,0.01,0.01,3.29,3.52
2024-03-20,439.78,444.11,438.06,443.77,O:QQQ240320C00440000,2.01,4.97,1.14,4.97,O:QQQ240320P00440000,2.26,3.15,0.01,0.01,4.27,4.98
2024-03-21,448.88,449.34,445.67,445.87,O:QQQ240321C00449000,1.19,1.43,0.01,0.01,O:QQQ240321P00449000,1.29,3.3,0.64,2.75,2.48,2.76
2024-03-22,445.35,447.49,444.49,446.38,O:QQQ240322C00445000,1.44,2.52,0.76,0.95,O:QQQ240322P00445000,1.07,1.39,0.01,0.01,2.51,0.96
2024-03-25,443.55,446.26,442.54,444.76,O:QQQ240325C00444000,0.87,2.27,0.44,0.85,O:QQQ240325P00444000,1.32,1.88,0.01,0.01,2.19,0.86
2024-03-26,446.3,447.225,443.09,443.32,O:QQQ240326C00446000,1.22,1.69,0.01,0.01,O:QQQ240326P00446000,1.0,2.87,0.35,2.15,2.22,2.16
2024-03-27,446.44,446.54,441.93,444.83,O:QQQ240327C00446000,1.32,1.32,0.01,0.01,O:QQQ240327P00446000,0.83,4.08,0.69,0.83,2.15,0.84
2024-03-28,444.78,445.64,443.65,444.01,O:QQQ240328C00445000,1.09,1.43,0.01,0.01,O:QQQ240328P00445000,1.24,1.91,0.34,0.89,2.33,0.9
2024-04-01,444.97,447.53,443.02,444.95,O:QQQ240401C00445000,1.02,2.75,0.05,0.12,O:QQQ240401P00445000,1.07,2.2,0.03,0.07,2.09,0.19
2024-04-02,440.08,441.43,438.03,441.11,O:QQQ240402C00440000,1.37,1.43,0.31,1.31,O:QQQ240402P00440000,1.25,2.35,0.01,0.01,2.62,1.32
2024-04-03,438.96,444.0,438.95,442.1,O:QQQ240403C00439000,1.28,5.0,1.27,3.5,O:QQQ240403P00439000,1.34,1.35,0.01,0.01,2.62,3.51
2024-04-04,446.33,446.95,435.11,435.34,O:QQQ240404C00446000,1.39,1.61,0.01,0.01,O:QQQ240404P00446000,0.97,10.74,0.31,10.47,2.36,10.48
2024-04-05,436.78,443.17,435.96,440.47,O:QQQ240405C00437000,1.65,6.15,1.17,3.44,O:QQQ240405P00437000,1.85,2.17,0.01,0.01,3.5,3.45
2024-04-08,441.41,442.5,439.2,440.6,O:QQQ240408C00441000,1.57,1.93,0.04,0.13,O:QQQ240408P00441000,1.09,2.37,0.1,0.12,2.66,0.25
2024-04-09,442.96,443.24,437.44,442.23,O:QQQ240409C00443000,1.08,1.23,0.01,0.05,O:QQQ240409P00443000,1.1,5.61,0.06,0.07,2.18,0.12
2024-04-10,437.0,439.24,436.28,438.37,O:QQQ240410C00437000,1.83,2.82,0.47,0.83,O:QQQ240410P00437000,1.8,2.1,0.01,0.02,3.63,0.85
2024-04-11,440.26,446.33,437.96,445.37,O:QQQ240411C00440000,1.59,6.28,0.68,5.7,O:QQQ240411P00440000,1.8,2.71,0.01,0.01,3.39,5.71
2024-04-12,441.1,442.24,436.88,438.27,O:QQQ240412C00441000,1.66,2.14,0.01,0.01,O:QQQ240412P00441000,1.57,4.09,0.89,2.52,3.23,2.53
2024-04-15,442.06,442.15,430.21,431.06,O:QQQ240415C00442000,1.46,1.49,0.01,0.01,O:QQQ240415P00442000,1.46,11.71,1.3,11.3,2.92,11.31
2024-04-16,430.9,433.76,429.7,431.1,O:QQQ240416C00431000,1.9,2.87,0.2,0.27,O:QQQ240416P00431000,2.04,2.61,0.04,0.08,3.94,0.35
2024-04-17,433.1,433.12,424.9,425.84,O:QQQ240417C00433000,1.63,1.64,0.01,0.01,O:QQQ240417P00433000,1.55,8.03,1.54,7.1,3.18,7.11
2024-04-18,426.49,428.24,422.83,423.41,O:QQQ240418C00426000,1.94,2.8,0.01,0.02,O:QQQ240418P00426000,1.46,3.32,0.57,2.77,3.4,2.79
2024-04-19,422.22,422.75,413.07,414.65,O:QQQ240419C00422000,1.92,2.11,0.01,0.01,O:QQQ240419P00422000,1.75,8.88,1.37,7.6,3.67,7.61
2024-04-22,417.31,421.18,413.94,418.82,O:QQQ240422C00417000,1.76,4.2,0.31,1.34,O:QQQ240422P00417000,1.46,3.31,0.01,0.02,3.22,1.36
2024-04-23,420.77,426.28,418.8715,425.07,O:QQQ240423C00421000,1.26,5.26,1.17,4.9,O:QQQ240423P00421000,1.39,1.72,0.01,0.01,2.65,4.91
2024-04-24,428.2,429.73,424.2,426.51,O:QQQ240424C00428000,1.78,2.75,0.01,0.01,O:QQQ240424P00428000,1.59,4.68,1.08,4.3,3.37,4.31
2024-04-25,419.24,425.32,418.14,424.45,O:QQQ240425C00419000,2.06,11.94,1.55,10.81,O:QQQ240425P00419000,1.76,2.39,0.01,0.03,3.82,10.84
2024-04-26,427.62,432.55,426.92,431.0,O:QQQ240426C00428000,1.46,4.55,1.2,2.94,O:QQQ240426P00428000,1.74,2.23,0.01,0.01,3.2,2.95
2024-04-29,433.13,433.76,429.98,432.75,O:QQQ240429C00433000,1.31,1.74,0.02,0.1,O:QQQ240429P00433000,1.19,3.0,0.03,0.08,2.5,0.18
2024-04-30,431.15,432.56,424.51,424.59,O:QQQ240430C00431000,1.78,2.61,0.01,0.02,O:QQQ240430P00431000,1.67,7.36,1.07,6.76,3.45,6.78
2024-05-01,423.15,430.14,420.66,421.52,O:QQQ240501C00423000,2.27,6.86,0.02,0.02,O:QQQ240501P00423000,2.2,3.41,0.01,1.0,4.47,1.02
2024-05-02,425.3,427.81,420.63,426.9,O:QQQ240502C00425000,1.79,2.94,0.47,2.14,O:QQQ240502P00425000,1.46,4.73,0.04,0.07,3.25,2.21
2024-05-03,434.44,436.48,432.62,435.48,O:QQQ240503C00434000,1.8,3.1,0.74,1.99,O:QQQ240503P00434000,1.4,1.99,0.01,0.01,3.2,2.0
2024-05-06,437.3,440.34,436.52,440.25,O:QQQ240506C00437000,1.3,3.29,0.94,2.99,O:QQQ240506P00437000,1.04,1.46,0.01,0.01,2.34,3.0
2024-05-07,440.7,441.97,439.58,440.32,O:QQQ240507C00441000,0.88,1.43,0.03,0.07,O:QQQ240507P00441000,1.22,1.63,0.29,0.34,2.1,0.41
2024-05-08,437.67,441.48,437.55,440.06,O:QQQ240508C00438000,1.06,3.62,1.0,1.67,O:QQQ240508P00438000,1.33,1.39,0.01,0.01,2.39,1.68
2024-05-09,440.33,441.6,438.46,441.02,O:QQQ240509C00440000,1.3,1.87,0.5,1.46,O:QQQ240509P00440000,0.96,2.0,0.01,0.01,2.26,1.47
2024-05-10,442.54,444.31,440.499,442.06,O:QQQ240510C00443000,0.86,1.85,0.01,0.01,O:QQQ240510P00443000,1.37,2.63,0.57,1.07,2.23,1.08
2024-05-13,443.99,444.09,441.65,443.08,O:QQQ240513C00444000,1.01,1.04,0.01,0.01,O:QQQ240513P00444000,0.97,2.31,0.8,1.02,1.98,1.03
2024-05-14,442.65,446.465,442.46,445.93,O:QQQ240514C00443000,1.04,3.44,0.72,2.97,O:QQQ240514P00443000,1.4,1.52,0.01,0.01,2.44,2.98
2024-05-15,448.43,453.15,446.9,452.9,O:QQQ240515C00448000,1.57,5.11,0.76,4.56,O:QQQ240515P00448000,1.12,1.84,0.01,0.01,2.69,4.57
2024-05-16,452.71,454.69,451.81,451.98,O:QQQ240516C00453000,0.92,1.93,0.01,0.01,O:QQQ240516P00453000,1.25,1.31,0.18,1.23,2.17,1.24
2024-05-17,452.11,452.72,449.5399,451.76,O:QQQ240517C00452000,1.16,1.3,0.01,0.01,O:QQQ240517P00452000,1.05,2.5,0.3,0.63,2.21,0.64
2024-05-20,451.98,455.58,451.785,454.91,O:QQQ240520C00452000,0.94,3.6,0.85,2.33,O:QQQ240520P00452000,0.94,1.05,0.01,0.01,1.88,2.34
2024-05-21,453.04,455.99,452.84,455.8,O:QQQ240521C00453000,1.0,2.95,0.9,2.79,O:QQQ240521P00453000,0.93,1.07,0.01,0.01,1.93,2.8
2024-05-22,456.06,456.82,453.08,455.71,O:QQQ240522C00456000,2.09,2.43,0.8,1.94,O:QQQ240522P00456000,2.09,3.7,1.58,2.5,4.18,4.44
2024-05-23,460.55,460.58,451.8503,453.66,O:QQQ240523C00461000,1.09,1.1,0.01,0.01,O:QQQ240523P00461000,1.54,8.85,1.54,7.45,2.63,7.46
